TITLE_NAME,LANGUAGE,RELEASED,RATING,IMDB
Oh! Baby,Telugu,2019,TV-14,7.4/10
Oh! Baby (Malayalam),Malayalam,2019,TV-14,
Oh! Baby (Tamil),Tamil,2019,TV-14,
Okafor's Law,English,2016,TV-14,4.5/10
Oloibiri,English,2015,TV-14,
Om Shanti Om,Hindi,2007,TV-14,6.7/10
Omar & Salma 2,Arabic,2013,TV-14,7.5/10
One 2 Ka 4,Hindi,2001,TV-14,5.4/10
One by Two,Hindi,2014,TV-14,4.1/10
One Day: Justice Delivered,Hindi,2019,TV-14,6.0/10
One in a Billion,English,2016,TV-14,6.8/10
One Lagos Night,English,2021,TV-14,
One More Try,Filipino,2012,TV-14,
One of Us,English,2017,TV-14,7.1/10
Orbiter 9,Spanish,2017,TV-14,5.9/10
Ordinary World,English,2016,TV-14,5.5/10
Organize Isler,Turkish,2005,TV-14,7.4/10
Osuofia in London II,English,2004,TV-14,
Oththa Seruppu Size 7,Tamil,2019,TV-14,8.6/10
Our Souls at Night,English,2017,TV-14,6.9/10
Out of Life,French,1991,TV-14,
Oye Lucky! Lucky Oye!,Hindi,2008,TV-14,7.7/10
Paan Singh Tomar,Hindi,2010,TV-14,8.2/10
Pagpag: Nine Lives,Filipino,2013,TV-14,
Panipat - The Great Betrayal,Hindi,2019,TV-14,5.5/10
Paranormal Investigation,French,2018,TV-14,3.7/10
Parchís: the Documentary,Spanish,2019,TV-14,6.7/10
Pari,Hindi,2018,TV-14,4.5/10
Parrot Sketch Not Included: Twenty Years of Monty Python,English,1989,TV-14,8.2/10
Party Monster: Scratching the Surface,English,2018,TV-14,7.0/10
Paskal,Malay,2018,TV-14,6.8/10
Pelé,English,2021,TV-14,
Penalty,Hindi,2019,TV-14,
Peralagan,Tamil,2004,TV-14,
Petta,Tamil,2019,TV-14,7.3/10
Petta (Telugu Version),Telugu,2019,TV-14,
Phantom,Hindi,2015,TV-14,5.9/10
Phir Bhi Dil Hai Hindustani,Hindi,2000,TV-14,6.2/10
Phir Hera Pheri,Hindi,2006,TV-14,
Phone Swap,English,2012,TV-14,5.9/10
Pihu,Hindi,2018,TV-14,6.7/10
Pink,Hindi,2016,TV-14,8.1/10
Pizza,Hindi,2014,TV-14,6.2/10
PK,Hindi,2014,TV-14,8.1/10
Players,Hindi,2012,TV-14,4.1/10
Pomegranates and Myrrh,Arabic,2008,TV-14,
"Pop, Lock 'n Roll",English,2017,TV-14,5.8/10
Pranaam,Hindi,2019,TV-14,4.3/10
Prem Ratan Dhan Payo,Hindi,2015,TV-14,4.5/10
Pretty Little Stalker,English,2018,TV-14,3.3/10
Print the Legend,English,2014,TV-14,7.1/10
Project Papa,English,2018,TV-14,8.3/10
Pulang,Malay,2018,TV-14,6.7/10
Pyar Ke Do Pal,Hindi,1986,TV-14,6.1/10
Qarib Qarib Singlle,Hindi,2017,TV-14,7.0/10
Qila,Hindi,1998,TV-14,5.6/10
QLIMAX THE SOURCE,English,2020,TV-14,
Quartet,English,2012,TV-14,6.5/10
R.K.Nagar,Hindi,2019,TV-14,5.9/10
Raajneeti,Hindi,2010,TV-14,7.1/10
Race,Hindi,2008,TV-14,6.7/10
Race 2,Hindi,2013,TV-14,5.3/10
Radium Girls,English,2018,TV-14,
Raees,Hindi,2017,TV-14,6.8/10
Rainbow Jelly,Bengali,2018,TV-14,7.5/10
Raja Natwarlal,Hindi,2014,TV-14,6.1/10
"Ram Dass, Going Home",English,2018,TV-14,7.0/10
Ram Jaane,Hindi,1995,TV-14,5.4/10
Ram Prasad Ki Tehrvi,Hindi,2019,TV-14,
Raman Raghav 2.0,2016,7.2/10,TV-14,
Rang De Basanti,Hindi,2006,TV-14,8.2/10
Rangoon,Hindi,2017,TV-14,5.7/10
Real Crime: Diamond Geezers,English,2008,TV-14,6.3/10
Red,Telugu,2021,TV-14,
Rehmataan,Punjabi,2012,TV-14,N/A/10
ReMastered: The Lion's Share,English,2019,TV-14,6.9/10
ReMastered: Tricky Dick & The Man in Black,English,2018,TV-14,7.2/10
ReMastered: Who Shot the Sheriff,English,2018,TV-14,6.9/10
Resort to Love,English,2021,TV-14,
Revenge of the Pontianak,Malay,2019,TV-14,5.2/10
Reversing Roe,English,2018,TV-14,7.4/10
Rich in Love,Portuguese,2020,TV-14,
Rim of the World,English,2019,TV-14,5.1/10
Riphagen - The Untouchable,Dutch,2016,TV-14,7.2/10
Rock On!!,Hindi,2008,TV-14,7.8/10
Romeo Akbar Walter,Hindi,2019,TV-14,6.5/10
Roohi,Hindi,2021,TV-14,
Rose Island,Italian,2020,TV-14,
Rowdy Rathore,Hindi,2012,TV-14,5.7/10
Rubaru Roshni,Hindi,2019,TV-14,8.9/10
Rudy Habibie,Indonesian,2016,TV-14,7.5/10
Running Shaadi,Hindi,2017,TV-14,6.7/10
Rurouni Kenshin: The Final,Japanese,2021,TV-14,
Sa Balik Baju,Malay,2021,TV-14,
Saaho,Telugu,2019,TV-14,5.2/10
Saavat,Marathi,2019,TV-14,7.5/10
Saawan,Urdu,2016,TV-14,7.0/10
Sad Hill Unearthed,English,2017,TV-14,7.3/10
Sakaling Maging Tayo,Filipino,2019,TV-14,
Salaakhen,Hindi,1975,TV-14,5.3/10
Saladin (El Naser Salah el Dine),Arabic,1963,TV-14,7.8/10
Samouni Road,Arabic,2018,TV-14,
Sample This,English,2012,TV-14,6.4/10
Sandy Wexler,English,2017,TV-14,5.1/10
Sanitation Day,English,2020,TV-14,
Santa Banta Pvt Ltd,English,2016,TV-14,
Santo Cachón,Spanish,2018,TV-14,4.8/10
Sardar Ka Grandson,Hindi,2021,TV-14,
Sarvam Thaala Mayam,Tamil,2018,TV-14,7.6/10
Sarvam Thaala Mayam (Telugu Version),Telegu,2018,TV-14,
Satyagraha,Hindi,2013,TV-14,5.9/10
Saudi Arabia Uncovered,English,2016,TV-14,7.2/10
Savita Damodar Paranjpe,Marathi,2018,TV-14,6.0/10
Schubert in Love,German,2016,TV-14,5.1/10
Schumacher,English,2021,TV-14,
Searching For Sheela,Hindi,2021,TV-14,
Seaspiracy,English,2021,TV-14,
Secret Obsession,English,2019,TV-14,4.3/10
Secret Superstar,Hindi,2017,TV-14,7.9/10
Secrets in the Hot Spring,Mandarin,2018,TV-14,6.0/10
Seeing Allred,English,2018,TV-14,6.8/10
Sei,Tamil,2018,TV-14,4.2/10
Sergio,English,2009,TV-14,7.4/10
Settai,Tamil,2013,TV-14,4.4/10
Seven,English,2019,TV-14,
Seven (Tamil),Telegu,2019,TV-14,5.2/10
Seven and a half dates,English,2018,TV-14,
Seven Souls in the Skull Castle,Japanese,2013,TV-14,
Seven Souls in the Skull Castle: Season Flower,Japanese,2017,TV-14,
Seven Souls in the Skull Castle: Season Moon Jogen,Japanese,2017,TV-14,
Seven Souls in the Skull Castle: Season Wind,Japanese,2017,TV-14,
Sextuplets,English,2019,TV-14,4.4/10
Shaandaar,Hindi,2015,TV-14,3.6/10
Shabd,Hindi,2005,TV-14,5.1/10
Shadow,Mandarin,2018,TV-14,7.0/10
Shadow and Bone - The Afterparty,English,2021,TV-14,
Shanghai Fortress,Mandarin,2019,TV-14,4.3/10
She Made Me a Criminal,Arabic,2006,TV-14,6.4/10
She's Dating the Gangster,Filipino,2014,TV-14,7.2/10
She's the One,Filipino,2013,TV-14,
Shikara,Hindi,2020,TV-14,
Shikari,Hindi,1991,TV-14,5.7/10
Shimla Mirchi,Hindi,2020,TV-14,4.7/10
Shirkers,English,2018,TV-14,7.4/10
Sigaram Thodu,Tamil,2014,TV-14,6.2/10
Sillu Karuppatti,Tamil,2019,TV-14,8.3/10
Sin City,English,2019,TV-14,
Sinbad: Afros and Bellbottoms: Live from NYC,English,2006,TV-14,
Sisterakas,Filipino,2012,TV-14,5.4/10
Sivaji,Tamil,2007,TV-14,
Smaller and Smaller Circles,Filipino,2017,TV-14,
Smoke & Mirrors,Spanish,2016,TV-14,6.9/10
So Much Love to Give (Corazón loco),Spanish,2020,TV-14,
Sohni Mahiwal,Hindi,1984,TV-14,6.2/10
Sol Levante,Japanese,2020,TV-14,4.8/10
Sometimes,Tamil,2016,TV-14,7.2/10
Son Of Adam,Arabic,2018,TV-14,
Soorma,Hindi,2018,TV-14,7.4/10
Spectral,English,2016,TV-14,6.3/10
Spyder,Telugu,2017,TV-14,6.6/10
Squared Love,Polish,2021,TV-14,
Stars in the Sky: A Hunting Story,English,2018,TV-14,
Starting Over Again,Filipino,2014,TV-14,7.1/10
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,English,2018,TV-14,7.1/10
Sugar Rush,English,2019,TV-14,7.7/10
SunGanges,English,2018,TV-14,7.6/10
Super Me,Chinese,2019,TV-14,
Sur Sapata,Marathi,2019,TV-14,7.9/10
Sur: The Melody of Life,Hindi,2002,TV-14,6.4/10
Surga Yang Tak Dirindukan,Indonesian,2015,TV-14,7.9/10
Surga Yang Tak Dirindukan 2,Indonesian,2017,TV-14,7.2/10
Surviving R. Kelly: The Impact,English,2019,TV-14,6.3/10
Swallow,English,2019,TV-14,
Sweet & Sour,Korean,2021,TV-14,
Take Your Pills,English,2018,TV-14,6.4/10
Talaash,Hindi,2012,TV-14,7.2/10
Talentime,Malay,2009,TV-14,
Tamasha,Hindi,2015,TV-14,7.3/10
Tango With Me,English,2010,TV-14,
Tanu Weds Manu,Hindi,2011,TV-14,6.7/10
Tarek's Situation (Zarf Tarek),Arabic,2006,TV-14,6.9/10
Target,English,2018,TV-14,4.0/10
Taxi No. 9211,Hindi,2006,TV-14,
TE3N,2016,7.3/10,TV-14,
Team Foxcatcher,English,2016,TV-14,7.3/10
Teefa in Trouble,Urdu,2018,TV-14,7.3/10
Tenant of the House,English,2019,TV-14,
Tere Naal Love Ho Gaya,Hindi,2012,TV-14,5.8/10
Tersanjung the Movie,Indonesian,2021,TV-14,
Thaandavam,Tamil,2012,TV-14,6.1/10
Thackeray,Hindi,2019,TV-14,5.2/10
Thambi,Tamil,2019,TV-14,6.8/10
Thank You,Hindi,2011,TV-14,4.7/10
The Amazing Praybeyt Benjamin,Filipino,2014,TV-14,4.1/10
The Beach Loafer (Saye Bahr),Arabic,2004,TV-14,4.4/10
The Beast Stalker,Cantonese,2008,TV-14,6.8/10
The Blazing Sun (Struggle in the Valley),Arabic,1954,TV-14,7.7/10
The Bleeding Edge,English,2018,TV-14,7.7/10
The Blue Elephant 2,Arabic,2019,TV-14,
The Body,Hindi,2019,TV-14,5.4/10
The Book of Sun (Shams Alma'arif),Arabic,2020,TV-14,
The Bridge,English,2017,TV-14,4.4/10
The Bros,Korean,2017,TV-14,6.1/10
The Burial of Kojo,English,2018,TV-14,6.3/10
The C Word,English,2016,TV-14,7.6/10
The CEO,English,2016,TV-14,6.2/10
The Circle - The Afterparty,English,2021,TV-14,
The Claudia Kishi Club,English,2020,TV-14,
The Climb,French,2017,TV-14,6.9/10
The Crimes That Bind (Crímenes de familia),Spanish,2020,TV-14,
The Crossing,Arabic,2015,TV-14,
The Delivery Boy,English,2018,TV-14,0
The Edge of Democracy,Portuguese,2019,TV-14,7.1/10
The Emigrant,Arabic,1994,TV-14,6.6/10
The End,Arabic,2019,TV-14,5.7/10
The Figurine (Araromire),English,2009,TV-14,4.5/10
The Ghost and the Tout,English,2018,TV-14,N/A/10
The Giant,Spanish,2017,TV-14,6.7/10
The Great Magician,Mandarin,2011,TV-14,5.9/10
The Heartbreak Club,Indonesian,2020,TV-14,
The History of Future Folk,English,2012,TV-14,
The Hows of Us,Filipino,2018,TV-14,
The International Player,Arabic,2009,TV-14,
The Invisible Guest,Spanish,2016,TV-14,8.1/10
The Ivory Game,English,2016,TV-14,7.9/10
The Kissing Booth,English,2018,TV-14,6.1/10
The Kissing Booth 2,English,2020,TV-14,
The Kissing Booth 3,English,2021,TV-14,
The Knight Before Christmas,English,2019,TV-14,5.5/10
The Land of Cards,Bangla,2012,TV-14,5.8/10
The Last Blockbuster,English,2020,TV-14,
The Last Bomb of the Second World War,Tamil,2019,TV-14,7.4/10
The Last Shaman,English,2016,TV-14,6.8/10
The Last Summer,Dutch,2019,TV-14,5.6/10
The Legacy of a Whitetail Deer Hunter,English,2018,TV-14,5.5/10
The Lion Woman,Norwegian,2016,TV-14,6.6/10
The Lost Café,English,2018,TV-14,
The Midas Touch,Mandarin,2013,TV-14,5.1/10
The Milk System,German,2017,TV-14,7.1/10
The Minimalists: Less Is Now,English,2021,TV-14,
The Mirror Boy,English,2011,TV-14,6.5/10
The Other One: The Long Strange Trip of Bob Weir,English,2015,TV-14,7.4/10
The Perfect Date,English,2019,TV-14,5.8/10
The Polka King,English,2018,TV-14,5.9/10
The Professor and the Madman,English,2019,TV-14,
The Promise,Arabic,2008,TV-14,5.7/10
The Reason I Jump,English,2020,TV-14,
The Ridiculous 6,English,2015,TV-14,4.8/10
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,English,2019,TV-14,7.1/10
The Saint,English,2017,TV-14,4.9/10
The Secret,English,2006,TV-14,5.7/10
The Secret Diary of an Exchange Student,Portuguese,2021,TV-14,
The Seven Deadly Sins the Movie: Prisoners of the Sky,Japanese,2018,TV-14,7.2/10
The Seven Deadly Sins: Cursed by Light,Japanese,2021,TV-14,
The Silence,English,2019,TV-14,5.3/10
The Silence of Others,Spanish,2018,TV-14,8.0/10
The Stolen,English,2017,TV-14,5.2/10
The Suit,Arabic,2018,TV-14,
The Super Parental Guardians,Filipino,2016,TV-14,4.4/10
The Swarm,French,2020,TV-14,
The Tambour of Retribution,Arabic,2020,TV-14,
The Twins Effect II,Cantonese,2004,TV-14,4.9/10
The Unknown Saint,Arabic,2019,TV-14,
The Upshaws - The Afterparty,English,2021,TV-14,
The Violin Player,Hindi,2016,TV-14,6.9/10
The Wedding Party,English,2016,TV-14,6.0/10
The Week Of,English,2018,TV-14,5.1/10
The Wishing Tree,Hindi,2017,TV-14,5.9/10
The Wolf's Call,French,2019,TV-14,6.9/10
The Women and the Murderer,French,2021,TV-14,
The Yin-Yang Master: Dream Of Eternity,Chinese,2020,TV-14,
The Zoya Factor,Hindi,2019,TV-14,4.3/10
There's Something in the Water,English,2019,TV-14,7.2/10
Thimmarusu,Telugu,2021,TV-14,
This Earth of Mankind,Indonesian,2019,TV-14,
This Lady Called Life,English,2020,TV-14,
Thottapan,Malayalam,2019,TV-14,7.0/10
Three Thieves,English,2019,TV-14,
Thug Life,Panjabi,2017,TV-14,5.9/10
Tig,English,2015,TV-14,7.4/10
Tig Notaro Happy To Be Here,English,2018,TV-14,6.6/10
Time Is Illmatic,English,2014,TV-14,
Time Out,Hindi,2015,TV-14,
To All the Boys I’ve Loved Before,English,2018,TV-14,7.2/10
To All The Boys: Always And Forever,English,2021,TV-14,
To All the Boys: P.S. I Still Love You,English,2020,TV-14,6.0/10
Toilet: Ek Prem Katha,Hindi,2017,TV-14,7.2/10
Toll Booth,Turkish,2010,TV-14,
Tom Papa Live in New York City,English,2011,TV-14,7.1/10
Tom Papa: You're Doing Great!,English,2020,TV-14,7.1/10
Tony Parker: The Final Shot,French,2021,TV-14,
Too Handsome to Handle,Indonesian,2019,TV-14,
Tremors: Shrieker Island,English,2020,TV-14,
Trese After Dark,English,2021,TV-14,
Trevor Noah: Afraid of the Dark,English,2017,TV-14,7.2/10
Trippin' with the Kandasamys,English,2021,TV-14,
Truckbhar Swapna,Marathi,2018,TV-14,6.3/10
True Memoirs of an International Assassin,English,2016,TV-14,5.9/10
Tu Hai Mera Sunday,Hindi,2016,TV-14,7.7/10
Tughlaq Durbar,Tamil & Telegu,2021,TV-14,
Tum Milo Toh Sahi,Hindi,2010,TV-14,5.7/10
Ugly Aur Pagli,Hindi,2008,TV-14,3.7/10
Ujala,Hindi,1959,TV-14,6.1/10
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,English,2020,TV-14,0
Uncle Naji in UAE,Arabic,2019,TV-14,5.4/10
Unexpectedly Yours,Filipino,2017,TV-14,
Ungli,Hindi,2014,TV-14,5.7/10
Unicorn Store,English,2019,TV-14,5.5/10
Unspeakable Acts,English,1990,TV-14,6.2/10
Until Midnight,Arabic,2018,TV-14,
Uppena,Telugu,2021,TV-14,
Upstarts,Hindi,2019,TV-14,6.6/10
Uriyadi 2,Tamil,2019,TV-14,7.2/10
Uyare,Malayalam,2019,TV-14,8.1/10
Varane Avashyamund,Malayalam,2020,TV-14,7.0/10
Velvet Colección: Grand Finale,Spanish,2020,TV-14,
Verses of Love 2,Indonesian,2017,TV-14,5.5/10
Vettai,Tamil,2012,TV-14,5.9/10
Victim of Beauty,English,1991,TV-14,5.9/10
Virsa,Punjabi,2010,TV-14,5.8/10
Virunga: Gorillas in Peril,English,2015,TV-14,6.2/10
Vita & Virginia,English,2018,TV-14,
Vivah,Hindi,2006,TV-14,6.6/10
Wake Up Sid,Hindi,2009,TV-14,7.6/10
Wannabe Courageous,Arabic,2019,TV-14,
Wanted,Arabic,2019,TV-14,
Watchman,Tamil,2019,TV-14,5.2/10
Wave of Cinema: Filosofi Kopi,Indonesian,2020,TV-14,
Wave of Cinema: One Day We'll Talk About Today,Indonesian,2020,TV-14,
We Are Family,Hindi,2010,TV-14,5.6/10
We Are Legends,Cantonese,2019,TV-14,5.1/10
Welcome,Hindi,2007,TV-14,
Welcome to Sajjanpur,Hindi,2008,TV-14,6.9/10
Well Done Abba,Hindi,2009,TV-14,
What Did I Mess,Arabic,2018,TV-14,
WHAT DID JACK DO?,English,2020,TV-14,6.5/10
"What Happened, Miss Simone?",English,2015,TV-14,7.6/10
What the Fish,Hindi,2013,TV-14,5.1/10
What Would Sophia Loren Do?,English,2021,TV-14,
When Love Happens,English,2014,TV-14,4.9/10
When We First Met,English,2018,TV-14,6.4/10
Whipped (Bucin),Indonesian,2020,TV-14,
Whispers,English,2015,TV-14,
White Boy,English,2017,TV-14,
Wira,Malay,2019,TV-14,6.5/10
Without Gorky,English,2011,TV-14,6.9/10
Wives on Strike,English,2016,TV-14,3.7/10
Wonder Boy,French,2019,TV-14,
Wonho Chung: Live in New York,Arabic,2014,TV-14,
Work It,English,2020,TV-14,
XV: Beyond the Tryline,English,2016,TV-14,6.5/10
Yaar Gaddar,Hindi,1994,TV-14,4.6/10
Yara,Italian,2021,TV-14,
Yuva,Hindi,2004,TV-14,7.4/10
Zaki Chan (Zaky Chan),Arabic,2005,TV-14,6.5/10
Zero,Hindi,2018,TV-14,5.5/10
Zero to Hero,Cantonese,2021,TV-14,
Zindagi Na Milegi Dobara,Hindi,2011,TV-14,8.1/10
1898: Our Last Men in the Philippines,Spanish,2016,R,6.5/10
21 Jump Street,English,2012,R,
22-Jul,2018,6.8/10,R,
6 Bullets,English,2012,R,
6 Underground,English,2019,R,6.1/10
7 Prisoners,Portuguese,2021,R,
A Cop Movie,Spanish,2021,R,
A Ghost Story,English,2017,R,6.8/10
A Haunted House 2,English,2014,R,
A Little Chaos,English,2014,R,6.5/10
A Private War,English,2018,R,
A Single Man,English,2009,R,7.6/10
A Very Harold & Kumar Christmas,English,2011,R,
About Time,English,2013,R,7.8/10
Acts of Vengeance,English,2017,R,5.7/10
After We Collided,English,2020,R,
Air Strike,English,2018,R,
Ali,English,2001,R,
All Day and a Night,English,2020,R,6.0/10
AllI Wish,English,2017,R,5.1/10
American Pie 9: Girls' Rules,English,2020,R,
American Reunion,English,2012,R,
American Ultra,English,2015,R,
American Woman,English,2019,R,
An Evening with Beverly Luff Linn,English,2018,R,5.7/10
An Imperfect Murder,English,2017,R,
Army of the Dead,English,2021,R,
Asoka,Hindi,2001,R,6.5/10
August: Osage County,English,2013,R,
Ava,English,2020,R,
Backdraft 2,English,2019,R,4.8/10
Bad Teacher,English,2011,R,
Bad Trip,English,2020,R,
Bastille Day,English,2016,R,
Batman: The Killing Joke,English,2016,R,
Battlefield Earth,English,2000,R,3.0/10
Begin Again,English,2013,R,
Berlin Syndrome,English,2017,R,6.3/10
Beyond Skyline,English,2017,R,5.3/10
Biggie: I Got a Story to Tell,English,2021,R,
Bird Box,English,2018,R,6.6/10
Black Sea,English,2015,R,6.4/10
Blade Runner: The Final Cut,English,1982,R,8.1/10
Bliss,English,1997,R,
Born Racer,English,2018,R,5.7/10
Boyka: Undisputed,English,2016,R,7.0/10
Bram Stoker's Dracula,English,1992,R,7.3/10
Bruised,English,2020,R,
Bullet Head,English,2017,R,5.4/10
By the Sea,English,2015,R,5.3/10
CALM WITH HORSES,English,2019,R,
Captain Fantastic,English,2016,R,
Case 39,English,2009,R,
Chaos,English,2005,R,
Chappie,English,2015,R,6.8/10
Charlie Says,English,2018,R,
Chef,English,2014,R,
Christine,2016,6.9/10,R,
CIA: Comrade in America,Malayalam,2017,R,6.2/10
Cliffhanger,English,1993,R,
Company of Heroes,English,2013,R,
Concrete Cowboy,English,2020,R,
Convergence: Courage in a Crisis,English,2021,R,
Cop Car,English,2015,R,6.3/10
Cosmic Sin,English,2021,R,
Creep,English,2014,R,6.3/10
Crimson Peak,English,2015,R,
Crip Camp: A Disability Revolution,English,2020,R,7.8/10
Cross: Rise of the Villains,English,2019,R,
Cut Bank,English,2014,R,6.0/10
Cut Throat City,English,2020,R,
Da 5 Bloods,English,2020,R,6.6/10
Dances with Wolves,English,1990,R,7.8/10
Dave Chappelle's Block Party,English,2005,R,
Day of the Dead: Bloodline,English,2018,R,3.4/10
Dead Again in Tombstone,English,2017,R,
Dead Man Down,English,2013,R,
Deadly Illusions,English,2021,R,
Death of Me,English,2020,R,
Dedh Ishqiya,2014,6.5/10,R,
Defiance,English,2008,R,7.2/10
Demonic,English,2015,R,5.3/10
Desperado,English,1995,R,
Destination Wedding,English,2018,R,
Django Unchained,English,2012,R,8.4/10
Do the Right Thing,English,1989,R,
Dolemite Is My Name,English,2019,R,7.3/10
Don Jon,English,2013,R,
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,English,1996,R,6.6/10
Doom: Annihilation,English,2019,R,3.6/10
Double Jeopardy,English,1999,R,6.5/10
Double Team,English,1997,R,
Drunk Parents,English,2019,R,
Earthquake Bird,English,2019,R,5.9/10
Eddie Murphy: Raw,English,1987,R,
Eight Legged Freaks,English,2002,R,5.4/10
Everything Must Go,English,2010,R,
Extraction,English,2015,R,4.1/10
Extraction,English,2020,R,
"Extremely Wicked, Shockingly Evil and Vile",English,2019,R,6.6/10
Father Soldier Son,English,2020,R,
Fear Street Part 1: 1994,English,2021,R,
Fear Street Part 2: 1978,English,2021,R,
Fear Street Part 3: 1666,English,2021,R,
Felon,English,2008,R,
Fever Dream,Spanish,2021,R,
Fire with Fire,English,2012,R,
Frank and Cindy,English,2015,R,6.1/10
Freaks,English,2018,R,6.7/10
Freedomland,English,2006,R,
Friday the 13th,English,2009,R,5.5/10
Friendsgiving,English,2020,R,
From Paris with Love,English,2010,R,6.5/10
From Whithin,English,2008,R,
Fruitvale Station,English,2013,R,
FTA,English,1972,R,
Fun Mom Dinner,English,2017,R,5.2/10
Ghosts of War,English,2020,R,
Girl,French,2018,R,7.2/10
Gladiator,English,2000,R,
Golmaal Returns,2008,4.8/10,R,
Good Luck Chuck,English,2007,R,5.6/10
Good on Paper,English,2021,R,
Good Time,English,2017,R,7.4/10
Goon: Last of the Enforcers,English,2016,R,5.8/10
Green Zone,English,2010,R,
Gridlocked,English,2015,R,5.8/10
Guest House,English,2020,R,
Gunpowder Milkshake,English,2021,R,
Hall Pass,English,2011,R,
Hard Kill,English,2020,R,
He Never Died,English,2015,R,6.4/10
Heavy,1995,7.1/10,R,
Hell Fest,English,2018,R,
Heneral Luna,Filipino,2015,R,7.6/10
Herod's Law,Spanish,1999,R,
Hillbilly Elegy,English,2020,R,
Homefront,English,2013,R,
Horse Girl,English,2020,R,5.9/10
Hostel,English,2005,R,5.8/10
Hostel: Part III,English,2011,R,
House Party,English,1990,R,
House Party 2,English,1991,R,
House Party 3,English,1994,R,
Hudson Hawk,English,1991,R,
Hush,English,2016,R,6.6/10
I Am Vengeance: Retaliation,English,2020,R,
I Care a Lot,English,2020,R,
I Got the Hook Up,English,1998,R,
Identity,English,2003,R,
In a Valley of Violence,English,2016,R,
In the Cut,English,2003,R,
In the Line of Fire,English,1993,R,
In Too Deep,English,1999,R,
Inside Man: Most Wanted,English,2019,R,5.6/10
Into the Grizzly Maze,English,2015,R,
Ip Man,Cantonese,2008,R,8.0/10
Ip Man 2,Cantonese,2010,R,7.5/10
It Comes at Night,English,2017,R,6.2/10
I'm Thinking of Ending Things,English,2020,R,
Jacob's Ladder,English,2019,R,3.4/10
Jarhead: Law of Return,English,2019,R,6.2/10
Jeremiah Tower: The Last Magnificent,English,2016,R,6.5/10
Jerry Seinfeld: Comedian,English,2002,R,6.9/10
Jiu Jitsu,English,2020,R,2.9
John Henry,English,2020,R,3.4/10
Johnny Mnemonic,English,1995,R,
JT LeRoy,English,2018,R,
Kate,English,2021,R,
Kevin Hart: What Now?,English,2016,R,5.9/10
Kill the Messenger,English,2014,R,6.9/10
Killing Hasselhoff,English,2017,R,
Killing Them Softly,English,2012,R,6.2/10
Lady Bird,English,2017,R,7.4/10
Lawless,English,2012,R,7.3/10
Layer Cake,English,2004,R,7.3/10
Legacy of Lies,English,2020,R,
Legend,English,2015,R,6.9/10
Léon: The Professional,English,1994,R,
Life of Crime,English,2013,R,
Little Italy,English,2018,R,
Live by Night,English,2016,R,
London Heist,English,2017,R,
Lost Girls,English,2020,R,6.1/10
Love Beats Rhymes,English,2016,R,5.3/10
Lying and Stealing,English,2019,R,
Ma Rainey's Black Bottom,English,2020,R,
Machete Kills,English,2013,R,
Magnolia,English,1999,R,8.0/10
Malcolm & Marie,English,2021,R,
MANK,English,2020,R,
Manorama Six Feet Under,2007,6.6/10,R,
Maps to the Stars,English,2014,R,6.2/10
Marauders,English,2016,R,
Marriage Story,English,2019,R,8.0/10
Mary Magdalene,English,2018,R,
Maximum Risk,English,1996,R,
Metallica Through The Never,English,2013,R,
MFKZ,French,2017,R,6.7/10
Middle Men,English,2009,R,6.8/10
Middle of Nowhere,English,2012,R,
Midnight Run,English,1988,R,
MindGamers,English,2017,R,3.6/10
Miss Sloane,English,2016,R,
Monster,English,2018,R,
Monsters: Dark Continent,English,2014,R,4.3/10
Monty Python's Life of Brian,English,1979,R,8.1/10
Monty Python: Live at the Hollywood Bowl,English,1982,R,7.9/10
MR. RIGHT,English,2015,R,6.3/10
Mudbound,English,2017,R,7.4/10
Mystic Pizza,English,1988,R,
Mystic River,English,2003,R,7.9/10
Never Back Down 2: The Beatdown,English,2011,R,6.0/10
Ninja Assassin,English,2009,R,6.3/10
No One Gets Out Alive,English,2021,R,
Nocturnal Animals,English,2016,R,
Not Another Teen Movie,English,2001,R,
Occupation: Rainfall,English,2020,R,
Official Secrets,English,2019,R,
Olympus Has Fallen,English,2013,R,6.5/10
Once Upon a Time in Mexico,English,2003,R,
Open Season 2,English,2008,R,5.7/10
Operation Varsity Blues: The College Admissions Scandal,English,2021,R,
Otherhood,English,2019,R,6.0/10
Our Brand Is Crisis,English,2015,R,
Our Idiot Brother,English,2011,R,6.4/10
Outlaw King,English,2018,R,6.9/10
Outside the Wire,English,2021,R,
Pan's Labyrinth,Spanish,2006,R,8.2/10
Parker,English,2013,R,
Peppermint,English,2018,R,
Pet Sematary II,English,1992,R,
Pieces of a Woman,English,2020,R,
Piercing,English,2018,R,
Population 436,English,2006,R,
Prayers for the Stolen,Spanish,2021,R,
Private Life,English,2018,R,7.2/10
Procession,English,2021,R,
Project Power,English,2020,R,
Project X,English,2012,R,
Prospect,English,2018,R,
Puerto Ricans in Paris,English,2015,R,5.3/10
Raising Victor Vargas,English,2002,R,
Raw,2016,7.0/10,R,
Red Joan,English,2018,R,
Reprisal,English,2018,R,
Results,English,2015,R,5.4/10
Rhyme & Reason,English,1997,R,
